definition,id,part_of_speech,ruthes_name
,117758-N,N,СПОРТИВНАЯ ПЕРЕКЛАДИНА
,4006-N,N,БЮДЖЕТНЫЙ ДЕФИЦИТ
"небольшая площадка, а также вообще ограниченное пространство земли",142150-N,N,КЛОК ЗЕМЛИ
"слишком яркий, чересчур сильный, напряженный, неприятно действующий на органы чувств",117905-N,N,РЕЗКИЙ (ЧЕРЕСЧУР СИЛЬНЫЙ)
совокупность душевных свойств и особенностей поведения,137395-N,N,ХАРАКТЕР (ОТЛИЧИТЕЛЬНАЯ ОСОБЕННОСТЬ)
,5849-N,N,КУЛЬТУРНО-ПРОСВЕТИТЕЛЬСКАЯ ДЕЯТЕЛЬНОСТЬ
,125020-N,N,АНТИКОММУНИЗМ
,106090-N,N,ЭРИТРЕЯ
,143526-N,N,ЭКОНОМИЧЕСКИЙ КЛАСС
,1052-N,N,САНИТАРНАЯ ОБРАБОТКА
,105311-N,N,ИНГУШЕТИЯ
,106647-N,N,МЕЖЛИЧНОСТНЫЕ ОТНОШЕНИЯ
"вызывающий восхищение, необычайно хороший",118626-N,N,ВОСХИТИТЕЛЬНЫЙ
"христианский обряд, совершаемый над человеком для включения его в число членов церкви",8032-N,N,КРЕСТИНЫ
,141130-N,N,ОФИСНОЕ ЗДАНИЕ
,143535-N,N,БЕСПРОВОДНАЯ СВЯЗЬ
,127524-N,N,ПЕРЛАМУТРОВЫЙ ЦВЕТ
,127393-N,N,ОТРАСТИ (ВЫРАСТИ)
"плата, вносимая для осуществления выкупа",130441-N,N,"ВЫКУП, СРЕДСТВА ДЛЯ ВЫКУПА"
,126903-N,N,ГИДРОЛОКАТОР
"объединение общественных сил, осуществляющих достижение какой-либо цели",148942-N,N,ФРОНТ (ОБЩЕСТВЕННОЕ ДВИЖЕНИЕ)
,113142-N,N,БАРАБАННАЯ ПЕРЕПОНКА
,103835-N,N,СЛОВЕНИЯ
,102046-N,N,РОШАЛЬ
,933-N,N,СЕЛЬСКОХОЗЯЙСТВЕННОЕ ЖИВОТНОЕ
,105350-N,N,СЕВЕРО-ЗАПАДНЫЙ ЭКОНОМИЧЕСКИЙ РАЙОН РФ
,9436-N,N,ЭКОЛОГИЧЕСКОЕ ПРЕСТУПЛЕНИЕ
,4827-N,N,КОТЕЛЬНОЕ ОБОРУДОВАНИЕ
,102564-N,N,САМАРА (ГОРОД)
,120383-N,N,"ЗАМЫКАТЬ, НАХОДИТЬСЯ В КОНЦЕ"
"артист, в совершенстве владеющий техникой своего искусства (обычно о музыкантах)",125629-N,N,МАСТЕР-ВИРТУОЗ
,108002-N,N,БАГОР
,134407-N,N,ОДНОРАЗОВЫЙ
,145240-N,N,ПОЛИЦЕЙСКИЙ СПЕЦНАЗ
,140553-N,N,СПИНКА (ОПОРА)
"корнеплоды картофеля, клубни, употребляемые в пищу, также кушанье из этих клубней",148897-N,N,КАРТОФЕЛЬ (ОВОЩИ)
,102324-N,N,ОРЕНБУРГСКАЯ ОБЛАСТЬ
,150912-N,N,СУБЪЕКТ МАЛОГО ПРЕДПРИНИМАТЕЛЬСТВА
"уничтожать, ликвидировать",112162-N,N,ИСТРЕБИТЬ
,148260-N,N,ЛЕТНЯЯ ШИНА
,104048-N,N,САЛАМАНКА
небольшая толстая лепёшка из пшеничной муки,108725-N,N,ОЛАДЬЯ
,112396-N,N,СЕМАФОР (СИГНАЛЬНОЕ УСТРОЙСТВО)
,154428-N,N,ДОМОДЕДОВО (АЭРОПОРТ)
,141426-N,N,НЕУВАЖИТЕЛЬНЫЙ (НЕУБЕДИТЕЛЬНЫЙ)
,129731-N,N,ВЕНГЕРКА (ТАНЕЦ)
,137897-N,N,ЦИЛИНДР (ШЛЯПА)
большая лепёшка (обычно из пресного теста),107285-N,N,КОРЖ
,4232-N,N,КАССАЦИОННОЕ ПРОИЗВОДСТВО
,130357-N,N,ВЫТИСНИТЬ (ИЗОБРАЗИТЬ ТИСНЕНИЕМ)
,102389-N,N,КУНГУР
"посылать, отправлять в разные места",123560-N,N,РАЗОСЛАТЬ С ПОРУЧЕНИЕМ
,6968-N,N,ГЛЮКОЗА
,118199-N,N,"ЗАТРУДНИТЬ (ОБРЕМЕНИТЬ ПОРУЧЕНИЕМ, ПРОСЬБОЙ)"
,106482-N,N,"РЕЗУЛЬТАТ, ИТОГ"
,120546-N,N,ВОЗОБНОВИТЬСЯ
,101931-N,N,КУЗЬМИНКИ
древесина дуба,146593-N,N,ДУБ (ДРЕВЕСИНА)
тёмно-зелёного цвета с желтоватым оттенком,109486-N,N,БОЛОТНЫЙ ЦВЕТ
,115188-N,N,ОБЪЕСТЬ С КРАЕВ
"служебное место, связанное с определённым кругом обязанностей и полномочий.",889-N,N,ДОЛЖНОСТЬ
,7955-N,N,ИСКУССТВЕННОЕ СЕРДЦЕ
,124675-N,N,ДОСКА ПОЧЕТА
"чёрная, реже цветная водяная краска специального приготовления, не пропитывающая бумагу, не расплывающаяся и быстро высыхающая, употребляемая для черчения, рисования и письма",109028-N,N,ТУШЬ
,132527-N,N,КЕРАМИЧЕСКАЯ ПЛИТКА
"внезапно прийти в раздражение, ярость, возбужденное состояние от чего-нибудь",117671-N,N,ВСПЫЛИТЬ
"методичный; последовательность, упорство, склонность к следованию установленному плану",119901-N,N,"МЕТОДИЧЕСКИЙ (ПОСЛЕДОВАТЕЛЬНЫЙ, СИСТЕМАТИЧЕСКИЙ)"
"документ, в котором указывается характер работы и по которому производится оплата за неё, а также документ на выдачу, получение (товаров, грузов и т. п.)",120741-N,N,НАРЯД НА РАБОТУ
,100445-N,N,БЕЛОЕ МОРЕ
снабжение форменной одеждой со всеми её принадлежностями,111765-N,N,ОБМУНДИРОВАТЬ (СНАБДИТЬ ФОРМЕННОЙ ОДЕЖДОЙ)
,146954-N,N,РЕГИОНОВЕДЕНИЕ
,124689-N,N,ДЕТСКИЕ САНКИ
,108370-N,N,МУЖСКОЙ ГОЛОВНОЙ УБОР
злаковое растение с плодами в виде твёрдых початков,6888-N,N,КУКУРУЗА
специалист в области собаководства,112835-N,N,СОБАКОВОД
,116894-N,N,СОДОКЛАДЧИК
,129588-N,N,"ЭЛЕКТРОНЩИК, СПЕЦИАЛИСТ ПО ЭЛЕКТРОНИКЕ"
"неправильным, неумелым лечением причинять вред кому-либо",131388-N,N,ЗАЛЕЧИТЬ (ПРИЧИНИТЬ ВРЕД)
,8795-N,N,БАШЕННЫЙ КРАН
,125022-N,N,МОНАХ-ОТШЕЛЬНИК
,132367-N,N,ТАКСОМОТОРНОЕ ПРЕДПРИЯТИЕ
плод граната,144187-N,N,ГРАНАТ (ПЛОД)
,115084-N,N,ПРОВИЗОР
,153216-N,N,ГИГИЕНИЧЕСКАЯ ПРОЦЕДУРА
,114682-N,N,МЕЛОДРАМА (ДРАМАТИЧЕСКОЕ ПРОИЗВЕДЕНИЕ)
,108225-N,N,ВЕРЕСК
"небесное тело, по своей природе сходное с Солнцем, вследствие огромной отдалённости видимое с Земли как светящаяся точка на небесном своде",109931-N,N,ЗВЕЗДА (НЕБЕСНОЕ ТЕЛО)
,147578-N,N,СТАРЕЙШИНА (АВТОРИТЕТНЫЙ ЧЕЛОВЕК)
,142710-N,N,ПРОИЗВОДСТВО АВТОМОБИЛЕЙ
,126447-N,N,"КЛЕРИКАЛ, ПОСЛЕДОВАТЕЛЬ КЛЕРИКАЛИЗМА"
,100039-N,N,ЮГО-ВОСТОЧНАЯ ЧАСТЬ
,116500-N,N,ВИЗА (ПОМЕТКА)
член нацистской военизированной организации в Германии 1920-х и 1930-х,147326-N,N,НАЦИСТСКИЙ ШТУРМОВИК
,1604-N,N,"ОБУЧЕНИЕ, УЧЕБНАЯ ДЕЯТЕЛЬНОСТЬ"
,136129-N,N,РОДНЫЕ РОДИТЕЛИ
,106472-N,N,"ПОМОЩЬ, ПОДДЕРЖКА"
скульптурное изображение; статуя,4741-N,N,СКУЛЬПТУРНОЕ ПРОИЗВЕДЕНИЕ
,112230-N,N,КАРАТИСТ
,305-N,N,ВЛАДЕЛЕЦ СОБСТВЕННОСТИ
,147321-N,N,МУЗЫКАЛЬНЫЙ ТАКТ
"научная дисциплина, часть метеорологии, изучающая процессы, происходящие в гидросфере и атмосфере Земли, обобщающая данные гидрологии и метеорологии",5068-N,N,ГИДРОМЕТЕОРОЛОГИЯ
,5602-N,N,ФАРФОР
,119353-N,N,"ОБЩИЙ, ЕДИНЫЙ ДЛЯ ВСЕХ"
,8974-N,N,ДЕМОГРАФ
"постепенно проникать, проступать сквозь что-либо",114550-N,N,"ПРОСАЧИВАНИЕ ЖИДКОСТИ, ГАЗА"
,101146-N,N,ТАРУСА
,119109-N,N,ВЪЕСТЬСЯ
,143194-N,N,ПАРТНЕРСТВО
,5415-N,N,СЕМИНАРИЯ
,9797-N,N,МЕЛКООПТОВАЯ ТОРГОВЛЯ
"двигаясь, удалиться от какого-то места",118452-N,N,ОТОЙТИ (УДАЛИТЬСЯ)
,3134-N,N,ФТОР
,146398-N,N,ПРОДУКЦИЯ РЫБОПЕРЕРАБОТКИ
,117639-N,N,ОБЕЗБОЛИВАНИЕ
подвергать своё тело действию пара в горячей бане,143137-N,N,ПАРИТЬСЯ В БАНЕ
,118545-N,N,РОЛИК (ДЕТАЛЬ МЕХАНИЗМА)
,102608-N,N,ИВДЕЛЬ
женск.  преступник,140936-N,N,ПРЕСТУПНИЦА
,133186-N,N,ТРОСТНИКОВЫЙ САХАР
,119581-N,N,ПОВТОРНЫЙ
,100914-N,N,ДРУЖКОВКА
,1874-N,N,ФЕДЕРАЛЬНОЕ МИНИСТЕРСТВО
"наружное защитное скелетное образование, покрывающее тело беспозвоночного животного",114153-N,N,РАКОВИНА БЕСПОЗВОНОЧНОГО ЖИВОТНОГО
"искривлять что-либо, деформировать протяженный объект, придавая ему дугообразную форму или излом",111050-N,N,"ГНУТЬ, ИЗОГНУТЬ"
,119155-N,N,"СКРОМНЫЙ, НЕХВАСТЛИВЫЙ"
,118507-N,N,ДАВНИЙ (ДАЛЕКИЙ ПО ВРЕМЕНИ)
,4134-N,N,СТРАХОВОЙ ПОЛИС
,123372-N,N,ВСОСАТЬСЯ (ВПИТЬСЯ)
,152801-N,N,СЛУЖИТЬ (ПОСВЯТИТЬ СЕБЯ)
элементарная составная часть более сложного механизма или сооружения,107496-N,N,ДЕТАЛЬ УСТРОЙСТВА
,106976-N,N,ОТВЕТ (ВЫСКАЗЫВАНИЕ)
,145579-N,N,ТЕХНОЛОГИЧЕСКАЯ ЕМКОСТЬ
,1739-N,N,ДЕНЕЖНОЕ ОБРАЩЕНИЕ
"не содержащий грамматических и стилистических ошибок, соответствующий нормам литературного языка",152997-N,N,ГРАМОТНЫЙ С ТОЧКИ ЗРЕНИЯ ЯЗЫКА
,1071-N,N,ФАРМАКОЛОГИЯ
"механическое противозачаточное и предохранительное средство для мужчин, изготовляемое в виде чехла из тонкой резины, в котором остаётся сперма после эякуляции",126870-N,N,ПРЕЗЕРВАТИВ
"небольшое хищное млекопитающее семейства кошачьих, истребляющее грызунов (преимущественно мышей и крыс)",6804-N,N,КОШКА
,5644-N,N,ГЕРМАНИЙ
,103970-N,N,ИОРДАНИЯ
"сюжетные изображения и орнаменты, создаваемые средствами декоративной живописи на различных частях архитектурных сооружений и на изделиях декоративно-прикладного искусства",9192-N,N,ХУДОЖЕСТВЕННАЯ РОСПИСЬ
"вынудить кого-либо принять что-либо, смириться с чем-либо",143878-N,N,НАВЯЗАТЬ (ЗАСТАВИТЬ ПРИНЯТЬ)
"такой, которому отдают предпочтение, который предпочитается кем-либо, лучший для кого-либо по сравнению с чем-либо другим",137685-N,N,ПРЕДПОЧТИТЕЛЬНЫЙ (ЖЕЛАТЕЛЬНЫЙ)
"терпеливо ждать наступления события, обычно желательного, рассчитывая при этом на достижение определённого результата",115219-N,N,"ЖДАТЬ ПОЯВЛЕНИЯ, ПРИБЫТИЯ"
,4331-N,N,ТОРГОВАЯ СКИДКА
обработка или покрытие фиксажем,126199-N,N,ЗАКРЕПИТЬ (ОБРАБОТАТЬ ФИКСАЖЕМ)
,136400-N,N,ДЕЗОДОРИРОВАТЬ
,151726-N,N,РАСКОЛ В РЯДАХ
,135436-N,N,ТРУБЧАТЫЙ (ФОРМА)
большой плоский ящик для торговли вразнос и для переноски товаров,118642-N,N,ТОРГОВЫЙ ЛОТОК
,105714-N,N,КИРОВО-ЧЕПЕЦК
"государственный финансовый орган, ведающий кассовым исполнением бюджета, взиманием налогов, сборов и выпуском казначейских билетов",1975-N,N,КАЗНАЧЕЙСТВО
,8588-N,N,МОДЕЛЬЕР
пистолет (реже — другое оружие) системы Джона Браунинга,109277-N,N,БРАУНИНГ
,103432-N,N,СИТРА
,5967-N,N,КИНОСЪЕМКА
,102190-N,N,ПЕРВОМАЙСК (ГОР. НИЖЕГОРОДСКОЙ ОБЛАСТИ)
,143905-N,N,СТРАТЕГИЧЕСКАЯ РАКЕТА
,3114-N,N,ГИДРОМИНЕРАЛЬНЫЕ РЕСУРСЫ
,121840-N,N,ПОСЕЛКОВАЯ ДУМА
,104058-N,N,КАРТАХЕНА
,102958-N,N,КАМБАРКА
"ставить кого-либо в строй; создавать колонну, шеренгу, и т.п., ставя кого-либо в строй",120297-N,N,"СТРОИТЬ, СТАВИТЬ В СТРОЙ"
