,child_id,parent_id,child_context,parent_context
11008,"ИНГУЛЕЦ, ПРИТОК ДНЕПРА",РЕКА,,
11009,БЕРЕЗИНА,РЕКА,почте.  Сказал ― для Люды из Березина.  Пешком забрался в гору. ,
11010,ДНЕСТР,РЕКА,отступление к Кракову и за Днестр. ,
11011,БЫК /Молдова/,РЕКА,,
11012,РЕУТ,РЕКА,"1992―2002 годах, М.Ф. Реут ― директор «Морстроя», В.Н. Солошенко",
11013,БОТНА,РЕКА,,
11014,ЗБРУЧ,РЕКА,"об эскадронном Трунове, переходе через Збруч и упрямых галицийских евреях, не",
11015,СВИЧА,РЕКА,,
11016,СЕРЕТ,РЕКА,"который от страха нассал или серет сейчас за забором, он постиг",
11017,СТРЫЙ,РЕКА,банды «Сокол» и его заместитель «Стрый». ,
11018,УШИЦА,РЕКА,"притыкая его на земле. ― Эх!  Ушица!  С лучком, с перчиком, с",
11019,ЛЯДОВА,РЕКА,"Так, две Людмилы ― Зыкина и Лядова ― всегда были неравнодушны к рыбалке",
11020,МУРАФА,РЕКА,,
11021,ЛОМНИЦА,РЕКА,,
11022,НЕРУССА,РЕКА,,
11023,СМОТРИЧ,РЕКА,"Каменец-Подольском, расположенном на реке Смотрич, откуда никакой Молдавии не видать",
11024,ДОН,РЕКА,Краткие содержания спасут мир )   О дон гуане и командоре Как гуан,
11025,САЛ,РЕКА,"призыв»: Магомед Вышегуров, Султан Шадиев, Сал и Арчаков, Борис Шадыжев, Раиса",
11026,БИТЮГ,РЕКА," Крупная, тяжёлая, как битюг, с вытравленными перекисью нахальными волосами",
11027,МАНЫЧ,РЕКА,"в середине апреля, противник форсировал Маныч и, выйдя в тыл Добровольческой",
11028,СОСНА (ПРИТ. ДОНА),РЕКА,,
11029,ХОПЕР,РЕКА,"пешие все на Яик и Хопер убегли, а семьи их, истинно",
11030,ИКОРЕЦ,РЕКА,"левый берег Дона в село Икорец, расположенный в 10 км ниже",
11031,ИЛОВЛЯ,РЕКА," Воронеж и Иловля, и нижний ― от плотины Цимлянского",
11032,ОСЕРЕДЬ,РЕКА,"и вижу: стоит Карп Лукич осередь поляны и руками разводит, а",
11033,ПОТУДАНЬ,РЕКА,"бассейнах правых притоков Дона, рек Потудань и Девица. ",
11034,КАГАЛЬНИК,РЕКА,В Ростовской области в селе Кагальник с работой получше и политической,
11035,МЕДВЕДИЦА (ПРИТОК ДОНА),РЕКА,,
11036,ТОЛУЧЕЕВКА,РЕКА,,
11037,ЕНИСЕЙ,РЕКА,в 1904 году на станции Енисей мною Вам в порядке помощи,
11038,КАН,РЕКА, Оливер Кан утешился тремя призами: лучшего игрока,
11039,КАС,РЕКА,"от 06. 09. 01 N КАС 01-325 были отменены, дело",
11040,СЫМ,РЕКА,"в Москву, явитца ему с сым пашпортом в Государственной коллегии иностранных",
11041,КЕМЬ,РЕКА,"жемчуг из рек Умба, Ковда, Кемь, Кереть, Варзуга, Муна и Поной",
11042,МАНА,РЕКА, Ест мана хама и пиццы в 12,
11043,СЫДА,РЕКА,,
11044,ТУБА,РЕКА,нет встроенного (и неудаляемого) ю-туба )) Мне кажется не стоит жестко,
11045,КЕБЕЖ,РЕКА,,
11046,СИСИМ,РЕКА,на следующих объектах: реконструкция станций Сисим и Чернореченская Красноярской железной дороги,
11047,"АБАКАН, РЕКА",РЕКА,,
11048,ДУБЧЕС,РЕКА,,
11049,ЕЛОГУЙ,РЕКА,,
11050,ТАНАМА,РЕКА,,
11051,ХЕМЧИК,РЕКА,,
11052,КУРЕЙКА,РЕКА,"под Полярный Круг, в станок Курейка. ",
11053,ТУРУХАН,РЕКА,"голову поднял из травы, как турухан какой… ",
11054,ШАГОНАР,РЕКА,,
11055,ЭЛЕГЕСТ,РЕКА,в далёкой Туве.  В селе Элегест 625 трудоспособных сельчан.  Безработных― половина,
11056,КАНТЕГИР,РЕКА,"мощности, реки Саян (например, Уду, Кантегир). ",
11057,ХАНТАЙКА,РЕКА,"вытекают также Хета, Котуй и Хантайка. ",
11058,АНГАРА,РЕКА,"стартовым комплексом под перспективный ракетоноситель ""Ангара"", за которой, как считают российские",
11059,ИРТЫШ,РЕКА," Переехали Иртыш, катим по степи ― и вдруг",
11060,ОМЬ,РЕКА,"  «Омь-1000», по-простому «косарь», была на",
11061,ОША,РЕКА,Омский бекон» и ЗАО ПК «Оша». ,
11062,ТУЙ,РЕКА,харошиш дед.   Приглашаем на САДАН ТУЙ (г.   Наб. ,
11063,УБА,РЕКА,"озера Ая, в урочище Усть-Уба ― на левом берегу реки Катунь",
11064,ЧАР,РЕКА," ""Дионис, томный бог сокровенных чар природы, пленительный и загадочный, как",
11065,ШИШ,РЕКА,"слоге, приуменьшая этим достоинства медалиста (""Шиш тебе, Ваня!""). ",
11066,"ИШИМ, ПРИТОК ИРТЫША",РЕКА,,
11067,ТАРА (ПРИТ. ИРТЫША),РЕКА,,
11068,ВАГАЙ,РЕКА,"реке, а вдоль болота.  Переехав Вагай, места становятся пустее.  От Кусеряка",
11069,"КОНДА, ПРИТОК ИРТЫША",РЕКА,,
11070,НОСКА,РЕКА,Она осторожно стирала пятнышко с носка туфли. ,
11071,УЛЬБА,РЕКА,"шпуров ― УБШ-501, заряжение шпуров ― Ульба, погрузка руды ― Liebherr 564, доставка",
11072,ШАГАН,РЕКА,"самолет-шпион пошел на Сары-Шаган, видимо, знал, что там находится",
11073,"АЛЫМКА, ПРИТОК ИРТЫША",РЕКА,,
11074,ТУРТАС,РЕКА,"Расторгуевы возвратились домой из поселка Туртас, где им удалось договориться об",
11075,БУХТАРМА,РЕКА,"там берет свое начало река Бухтарма, восточный приток могучего Иртыша, на",
11076,ДЕМЬЯНКА,РЕКА," По губернии Слобода Демьянка, Слободск. уезда.  Конечно, торговать тайно",
11077,ИСЕТЬ,РЕКА,"научные труды погибли в реке Исеть, когда баркас перевернулся и Антон",
11078,ТЕЧА (РЕКА),РЕКА,,
11079,МИАСС,РЕКА, На станции Миасс погибли под колёсами поезда мой,
11080,СИНАРА,РЕКА,А в двадцати метрах группа «Синара» презентовала действующий образец дизельного двигателя,
11081,КАМА,РЕКА,"роль, видимо, для очистки совести.  Кама Гинкас ставил володинскую ""Блондинку"".  В",
11082,"КОСА, ПРИТОК КАМЫ",РЕКА,,
11083,ОБВА,РЕКА,"множество: Сылва, Койва, Усьва, Лысьва, Обва, Иньва и т. ",
11084,СИВА,РЕКА,"На западе Египта, в оазисе Сива, где проживало не более шести",
11085,НЫТВА,РЕКА,"Областной пенсионный фонд, МУУЖХ городов Нытва, Краснокамск, «Краснокамскпромжелдортранс», «Искра-Трубогаз». ",
11086,"ВИШЕРА, ПРИТОК КАМЫ",РЕКА,,
11087,ВЕСЛЯНА,РЕКА," Лешан, Лупья, Весляна, Чикурья, Сейва, Порыш, Пыелка, Кужва",
11088,ЧУСОВАЯ,РЕКА," Реки Урала ― Чусовая, Лемва, Сылва, Яйва, Усьва, Юрюзань",
11089,"КЕМЬ (Р. КАРЕЛИИ,ВТЕК.Р. БЕЛОГО МОРЯ)",РЕКА,,
11090,СУНА,РЕКА,О невероятной популярности Пак Чжи Суна на родине свидетельствует история с,
11091,ВОДЛА,РЕКА,"Суна, Шуя, Вытегра, Межа, Андома, Водла и другие. ",
11092,НАДЫМ,РЕКА,железнодорожного сообщения по маршруту Салехард ― Надым ― Пангоды ― Новый Уренгой ― Коротчаево). ,
11093,АКТАШ,РЕКА,"  ― Акташ (692-й км МГ), введен",
11094,АТРЕК,РЕКА,"произвести обследование мелководной извилистой реки Атрек, впадающей в Каспийское море и",
11095,УЛЛУЧАЙ,РЕКА,,
11096,КАТУНЬ,РЕКА,"на холме"""" Добрый Филя"""" Шумит Катунь"""" Прощальное"""" Вечерние стихи"""" В гостях",
11097,ЧУЯ,РЕКА,"в силах больше быть немым, чуя под собой только бетонную ледяную",
11098,СЕМА,РЕКА,бросает в жар любовный; мой Сема должен быть как камень хладнокровный,
11099,АРГУТ,РЕКА,"Это место приметно потому, что Аргут даёт здесь кривун и устье",
11100,КОКСА,РЕКА,3 тонны угля получают тонну кокса. ,
11101,ЛУХ,РЕКА,узнаваемыми инициалами ― Н. Л. или Лух. ,
